goos: darwin
goarch: arm64
pkg: github.com/slachiewicz/go-avro-bench
cpu: Apple M1
BenchmarkEncodingDecode/flat/binary/typed/hamba-8   	 7915773	       155.9 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/iskorotkov-8              	  370062	      3104 ns/op	    2039 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	  915520	      1337 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	  980455	      1337 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	  901611	      1328 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	  886690	      1319 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	  935140	      1452 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	  757711	      1334 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	  911227	      1333 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	  950026	      1331 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	  947025	      1307 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	  900303	      1310 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1000000	      1114 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1000000	      1119 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1000000	      1158 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1000000	      1110 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1000000	      1109 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1000000	      1101 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1000000	      1109 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1000000	      1154 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1000000	      1167 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1000000	      1116 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  420694	      2768 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  386946	      2964 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  409092	      2884 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  412855	      2905 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  403809	      3059 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  419282	      4240 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  244932	      7733 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  339092	      3170 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  387208	      3083 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  383648	      2974 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  327495	      3710 ns/op	    2128 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  320263	      3753 ns/op	    2128 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  330930	      3763 ns/op	    2128 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  327734	      3770 ns/op	    2128 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  314362	      3742 ns/op	    2128 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  327060	      3740 ns/op	    2128 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  329090	      3749 ns/op	    2128 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  317560	      3709 ns/op	    2128 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  331170	      3743 ns/op	    2128 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  321172	      3969 ns/op	    2128 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  294194	      3904 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  313206	      4095 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  291597	      4263 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  277543	      4152 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  274494	      3986 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  303165	      4079 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  305810	      4100 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  303843	      3961 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  306285	      3919 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  305826	      3950 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 2832824	       424.4 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 2848914	       423.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 2880445	       420.1 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 2885140	       424.2 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 2798703	       443.8 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 2453040	       441.2 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 2598602	       433.0 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 2811805	       423.1 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 2793841	       426.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 2721496	       437.6 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 3010345	       398.5 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 3070046	       402.5 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 3040888	       398.6 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 2988991	       401.2 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 3011000	       402.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 2953352	       420.0 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 2963870	       392.2 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 3254832	       372.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 3162945	       370.8 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 3162603	       370.3 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 2650311	       452.7 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 2584491	       459.9 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 2634589	       457.6 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 2627822	       453.5 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 2583327	       454.4 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 2708743	       451.4 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 2639076	       451.7 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 2663598	       457.8 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 2512334	       454.3 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 2641947	       468.1 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  402392	      2968 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  415502	      2952 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  401660	      3047 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  400686	      3022 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  404426	      3506 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  404661	      3041 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  416293	      3100 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  382281	      3696 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  361159	      3152 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  385816	      3251 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  305286	      3953 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  343512	      3491 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  351926	      3343 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  370930	      3285 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  374692	      3168 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  398268	      3093 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  382108	      3095 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  392629	      3108 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  375126	      3100 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  392802	      3107 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	  897830	      1367 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	  868896	      1396 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	  861715	      1389 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	  901758	      1392 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	  900877	      1388 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	  854893	      1390 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	  815518	      1381 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	  885894	      1424 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	  836370	      1445 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	  852292	      1434 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	  988959	      1242 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	  972183	      1254 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	  997947	      1268 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	  947184	      1272 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	  904141	      1345 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	  950745	      1308 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	  797379	      1453 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	  917527	      1308 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	  899841	      1522 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	  765163	      1563 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1230676	       907.4 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1343706	       898.7 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1337194	       892.3 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1331941	       971.0 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1000000	      1021 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1304407	       988.7 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1000000	      1046 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1000000	      1084 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1222274	       956.5 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1269513	       927.9 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 1552323	       781.5 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 1589642	       760.7 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 1594204	       756.3 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 1600614	       760.0 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 1540474	       824.0 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 1479903	      1139 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 1594736	       783.8 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 1267556	       858.9 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 1486586	       805.7 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 1628163	       752.0 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1499992	       925.6 ns/op	     690 B/op	      10 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1237603	       820.2 ns/op	     690 B/op	      10 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1466426	       831.3 ns/op	     690 B/op	      10 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1452324	       818.9 ns/op	     690 B/op	      10 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1479981	       809.6 ns/op	     690 B/op	      10 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1359966	      1185 ns/op	     690 B/op	      10 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1232970	       858.0 ns/op	     690 B/op	      10 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1456040	       815.3 ns/op	     690 B/op	      10 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1443700	       830.0 ns/op	     690 B/op	      10 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1450045	       822.5 ns/op	     690 B/op	      10 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  547464	      2176 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  532774	      2303 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  558076	      2231 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  508828	      2307 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  535011	      2290 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  504234	      2289 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  516212	      2270 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  533446	      2258 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  507874	      2299 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  544947	      2320 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  498771	      2196 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  572491	      2213 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  531736	      2192 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  581331	      2404 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  531866	      2244 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  533479	      2368 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  538863	      2252 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  527461	      2334 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  516771	      2601 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  308072	      6141 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	  839348	      1485 ns/op	    1106 B/op	      22 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	  883608	      1381 ns/op	    1106 B/op	      22 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	  902029	      1350 ns/op	    1106 B/op	      22 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	  887228	      1308 ns/op	    1106 B/op	      22 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	  966292	      1362 ns/op	    1106 B/op	      22 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	  825526	      1329 ns/op	    1106 B/op	      22 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	  914084	      1394 ns/op	    1106 B/op	      22 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	  850339	      1303 ns/op	    1106 B/op	      22 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	  917594	      1375 ns/op	    1106 B/op	      22 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	  906622	      1259 ns/op	    1106 B/op	      22 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	  745656	      1623 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	  771865	      1708 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	  664086	      1744 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	  568534	      3935 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	  686594	      1677 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	  773521	      1706 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	  764174	      1608 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	  751935	      1611 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	  739454	      1742 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	  717525	      3391 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  663176	      1755 ns/op	     920 B/op	      15 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  733876	      1704 ns/op	     920 B/op	      15 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  693670	      1747 ns/op	     920 B/op	      15 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  567794	      1825 ns/op	     920 B/op	      15 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  694102	      2126 ns/op	     920 B/op	      15 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  595508	      1831 ns/op	     920 B/op	      15 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  547603	      2153 ns/op	     920 B/op	      15 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  584284	      2172 ns/op	     920 B/op	      15 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  576342	      1912 ns/op	     920 B/op	      15 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  640260	      1905 ns/op	     920 B/op	      15 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  408494	      2970 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  409788	      3293 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  358582	      4928 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  333798	      4067 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  301623	      4104 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  307594	      3353 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  323221	      6008 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  395682	      2928 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  398572	      2790 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  439852	      2806 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  363232	      3390 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  391737	      3348 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  362570	      3142 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  375889	      3454 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  387602	      3318 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  384010	      3117 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  386469	      3117 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  393441	      4185 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  369812	      4183 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  269522	      4197 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/single-object/typed/hamba-8               	 1374921	       893.0 ns/op	     711 B/op	      11 allocs/op
