goos: darwin
goarch: arm64
pkg: github.com/slachiewicz/go-avro-bench
cpu: Apple M1
BenchmarkDecodeDynamic/flat/hamba-8         	 1418931	       837.2 ns/op	     585 B/op	      19 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1724684	       666.1 ns/op	     690 B/op	      10 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1645129	       674.9 ns/op	     690 B/op	      10 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1692637	       716.0 ns/op	     690 B/op	      10 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  619900	      1812 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  688928	      1855 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  655183	      1808 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  654457	      1812 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  711889	      1738 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  693016	      1666 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  700220	      1702 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  733765	      1665 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  725133	      1658 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  738136	      1658 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1347241	       892.8 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1346256	       893.7 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1348860	       906.4 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1350949	       892.2 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1350865	       886.6 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1359945	       888.7 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1350049	       884.4 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1352883	       885.9 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1353870	       897.0 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1349586	       885.5 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1460072	       816.0 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1478962	       818.7 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1469028	       823.6 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1482825	       815.0 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1445013	       837.6 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1394245	       820.8 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1478476	       848.6 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1448488	       825.3 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1424371	       830.8 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1453741	       823.0 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11369229	       107.3 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	10910247	       108.8 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11141526	       107.5 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11175000	       107.3 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11402377	       108.5 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11478964	       107.6 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11148957	       107.8 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11324694	       108.4 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11380380	       110.5 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11297182	       106.6 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	12626605	        92.70 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	12555819	        91.84 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	13068910	        92.15 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	13144928	        92.38 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	13351363	        91.74 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	13006684	        91.85 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	13214918	        91.79 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	12793034	        94.47 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	12823464	        92.30 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	12935413	        93.63 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 4863595	       240.1 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 4977092	       237.1 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5188042	       234.6 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5137594	       234.3 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5093139	       239.7 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5037333	       239.2 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5110268	       233.0 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5071926	       234.8 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5231689	       236.2 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5062200	       236.0 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5546494	       214.5 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5580964	       211.6 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5483888	       218.4 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5653126	       215.6 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5777084	       214.6 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5662094	       211.0 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5568177	       208.9 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5775794	       208.5 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5761117	       210.8 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5710171	       211.6 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2631849	       457.8 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2648161	       457.5 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2520676	       463.5 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2573553	       465.1 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2505642	       464.8 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2594366	       465.1 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2559456	       466.6 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2594580	       473.9 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2508331	       472.6 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2506224	       466.3 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2846730	       422.2 ns/op	     129 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2897530	       427.0 ns/op	     129 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2848747	       413.7 ns/op	     129 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2874594	       449.2 ns/op	     129 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2800443	       439.6 ns/op	     129 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2849946	       428.5 ns/op	     129 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2752166	       437.0 ns/op	     129 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2717314	       435.5 ns/op	     129 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2644443	       431.6 ns/op	     129 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2833436	       434.4 ns/op	     129 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  867741	      1314 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  902014	      1295 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  963516	      1295 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  947683	      1284 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  957550	      1304 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  975202	      1320 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  941677	      1302 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  946436	      1310 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  967813	      1297 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  971020	      1284 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2897757	       406.7 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2976249	       413.8 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2885545	       411.1 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2949882	       416.9 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2910052	       509.2 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 3005676	       411.6 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2923054	       407.6 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2792154	       407.2 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2970110	       408.2 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2940014	       410.7 ns/op	      66 B/op	       0 allocs/op
BenchmarkParse/flat/hamba-8                 	   34819	     33746 ns/op	   42552 B/op	     621 allocs/op
BenchmarkParse/flat/hamba-8                 	   34861	     34300 ns/op	   42549 B/op	     621 allocs/op
BenchmarkParse/flat/hamba-8                 	   35136	     34349 ns/op	   42551 B/op	     621 allocs/op
BenchmarkParse/flat/hamba-8                 	   34870	     34461 ns/op	   42551 B/op	     621 allocs/op
BenchmarkParse/flat/hamba-8                 	   35163	     34365 ns/op	   42551 B/op	     621 allocs/op
BenchmarkParse/flat/hamba-8                 	   34910	     34275 ns/op	   42552 B/op	     621 allocs/op
BenchmarkParse/flat/hamba-8                 	   34831	     34225 ns/op	   42553 B/op	     621 allocs/op
BenchmarkParse/flat/hamba-8                 	   34935	     34169 ns/op	   42552 B/op	     621 allocs/op
BenchmarkParse/flat/hamba-8                 	   34828	     34233 ns/op	   42551 B/op	     621 allocs/op
BenchmarkParse/flat/hamba-8                 	   35208	     34297 ns/op	   42551 B/op	     621 allocs/op
BenchmarkParse/flat/twmb-8                  	   86017	     14088 ns/op	   23720 B/op	     190 allocs/op
BenchmarkParse/flat/twmb-8                  	   86532	     14195 ns/op	   23720 B/op	     190 allocs/op
BenchmarkParse/flat/twmb-8                  	   86002	     13903 ns/op	   23720 B/op	     190 allocs/op
BenchmarkParse/flat/twmb-8                  	   86406	     13876 ns/op	   23720 B/op	     190 allocs/op
BenchmarkParse/flat/twmb-8                  	   80623	     14018 ns/op	   23720 B/op	     190 allocs/op
BenchmarkParse/flat/twmb-8                  	   85657	     13826 ns/op	   23720 B/op	     190 allocs/op
BenchmarkParse/flat/twmb-8                  	   85160	     14007 ns/op	   23720 B/op	     190 allocs/op
BenchmarkParse/flat/twmb-8                  	   86470	     15176 ns/op	   23720 B/op	     190 allocs/op
BenchmarkParse/flat/twmb-8                  	   85999	     14112 ns/op	   23720 B/op	     190 allocs/op
BenchmarkParse/flat/twmb-8                  	   87729	     13983 ns/op	   23720 B/op	     190 allocs/op
BenchmarkParse/flat/goavro-8                	   94746	     13392 ns/op	   11744 B/op	     271 allocs/op
BenchmarkParse/flat/goavro-8                	   94287	     12321 ns/op	   11744 B/op	     271 allocs/op
BenchmarkParse/flat/goavro-8                	   97068	     12288 ns/op	   11744 B/op	     271 allocs/op
BenchmarkParse/flat/goavro-8                	  100222	     12115 ns/op	   11744 B/op	     271 allocs/op
BenchmarkParse/flat/goavro-8                	   98385	     12173 ns/op	   11744 B/op	     271 allocs/op
BenchmarkParse/flat/goavro-8                	   98580	     12121 ns/op	   11744 B/op	     271 allocs/op
BenchmarkParse/flat/goavro-8                	   99218	     12179 ns/op	   11744 B/op	     271 allocs/op
BenchmarkParse/flat/goavro-8                	   99445	     12149 ns/op	   11744 B/op	     271 allocs/op
BenchmarkParse/flat/goavro-8                	   96609	     13098 ns/op	   11744 B/op	     271 allocs/op
BenchmarkParse/flat/goavro-8                	   89984	     12775 ns/op	   11744 B/op	     271 allocs/op
BenchmarkParse/nested/hamba-8               	   20529	     56355 ns/op	   69332 B/op	    1020 allocs/op
BenchmarkParse/nested/hamba-8               	   21417	     56268 ns/op	   69332 B/op	    1020 allocs/op
BenchmarkParse/nested/hamba-8               	   21346	     56325 ns/op	   69330 B/op	    1020 allocs/op
BenchmarkParse/nested/hamba-8               	   21268	     56891 ns/op	   69331 B/op	    1020 allocs/op
BenchmarkParse/nested/hamba-8               	   20962	     56264 ns/op	   69332 B/op	    1020 allocs/op
BenchmarkParse/nested/hamba-8               	   21231	     56340 ns/op	   69333 B/op	    1020 allocs/op
BenchmarkParse/nested/hamba-8               	   21265	     56466 ns/op	   69334 B/op	    1020 allocs/op
BenchmarkParse/nested/hamba-8               	   20601	     56310 ns/op	   69333 B/op	    1020 allocs/op
BenchmarkParse/nested/hamba-8               	   21210	     56382 ns/op	   69333 B/op	    1020 allocs/op
BenchmarkParse/nested/hamba-8               	   21268	     55977 ns/op	   69332 B/op	    1020 allocs/op
BenchmarkParse/nested/twmb-8                	   48594	     24537 ns/op	   40072 B/op	     321 allocs/op
BenchmarkParse/nested/twmb-8                	   48760	     24544 ns/op	   40072 B/op	     321 allocs/op
BenchmarkParse/nested/twmb-8                	   49065	     24658 ns/op	   40072 B/op	     321 allocs/op
BenchmarkParse/nested/twmb-8                	   49039	     24541 ns/op	   40072 B/op	     321 allocs/op
BenchmarkParse/nested/twmb-8                	   48400	     24596 ns/op	   40072 B/op	     321 allocs/op
BenchmarkParse/nested/twmb-8                	   48963	     24526 ns/op	   40072 B/op	     321 allocs/op
BenchmarkParse/nested/twmb-8                	   49252	     24557 ns/op	   40072 B/op	     321 allocs/op
BenchmarkParse/nested/twmb-8                	   48338	     24469 ns/op	   40072 B/op	     321 allocs/op
BenchmarkParse/nested/twmb-8                	   48895	     24514 ns/op	   40072 B/op	     321 allocs/op
BenchmarkParse/nested/twmb-8                	   48514	     24626 ns/op	   40072 B/op	     321 allocs/op
BenchmarkParse/nested/goavro-8              	   56384	     21388 ns/op	   22145 B/op	     434 allocs/op
BenchmarkParse/nested/goavro-8              	   55951	     21803 ns/op	   22145 B/op	     434 allocs/op
BenchmarkParse/nested/goavro-8              	   55906	     21360 ns/op	   22145 B/op	     434 allocs/op
BenchmarkParse/nested/goavro-8              	   56262	     21400 ns/op	   22145 B/op	     434 allocs/op
BenchmarkParse/nested/goavro-8              	   55816	     21365 ns/op	   22145 B/op	     434 allocs/op
BenchmarkParse/nested/goavro-8              	   56356	     21554 ns/op	   22145 B/op	     434 allocs/op
BenchmarkParse/nested/goavro-8              	   55167	     22430 ns/op	   22145 B/op	     434 allocs/op
BenchmarkParse/nested/goavro-8              	   54192	     21771 ns/op	   22145 B/op	     434 allocs/op
BenchmarkParse/nested/goavro-8              	   53614	     21883 ns/op	   22145 B/op	     434 allocs/op
BenchmarkParse/nested/goavro-8              	   53588	     21758 ns/op	   22145 B/op	     434 allocs/op
BenchmarkParse/union/hamba-8                	   24304	     49431 ns/op	   58591 B/op	     923 allocs/op
BenchmarkParse/union/hamba-8                	   24326	     49325 ns/op	   58591 B/op	     923 allocs/op
BenchmarkParse/union/hamba-8                	   24196	     49483 ns/op	   58591 B/op	     923 allocs/op
BenchmarkParse/union/hamba-8                	   24260	     50059 ns/op	   58593 B/op	     923 allocs/op
BenchmarkParse/union/hamba-8                	   21886	     55306 ns/op	   58593 B/op	     923 allocs/op
BenchmarkParse/union/hamba-8                	   24350	     49446 ns/op	   58591 B/op	     923 allocs/op
BenchmarkParse/union/hamba-8                	   24297	     49332 ns/op	   58592 B/op	     923 allocs/op
BenchmarkParse/union/hamba-8                	   24523	     49627 ns/op	   58591 B/op	     923 allocs/op
BenchmarkParse/union/hamba-8                	   24146	     49462 ns/op	   58593 B/op	     923 allocs/op
BenchmarkParse/union/hamba-8                	   24212	     50391 ns/op	   58592 B/op	     923 allocs/op
BenchmarkParse/union/twmb-8                 	   39379	     30508 ns/op	   53708 B/op	     454 allocs/op
BenchmarkParse/union/twmb-8                 	   40513	     30464 ns/op	   53708 B/op	     454 allocs/op
BenchmarkParse/union/twmb-8                 	   39326	     30640 ns/op	   53709 B/op	     454 allocs/op
BenchmarkParse/union/twmb-8                 	   39802	     30210 ns/op	   53709 B/op	     454 allocs/op
BenchmarkParse/union/twmb-8                 	   39416	     30408 ns/op	   53709 B/op	     454 allocs/op
BenchmarkParse/union/twmb-8                 	   39438	     30550 ns/op	   53709 B/op	     454 allocs/op
BenchmarkParse/union/twmb-8                 	   36262	     30452 ns/op	   53708 B/op	     454 allocs/op
BenchmarkParse/union/twmb-8                 	   39656	     32228 ns/op	   53709 B/op	     454 allocs/op
BenchmarkParse/union/twmb-8                 	   39625	     31028 ns/op	   53709 B/op	     454 allocs/op
BenchmarkParse/union/twmb-8                 	   38160	     31159 ns/op	   53709 B/op	     454 allocs/op
BenchmarkParse/union/goavro-8               	   54160	     24588 ns/op	   22928 B/op	     485 allocs/op
BenchmarkParse/union/goavro-8               	   53322	     24149 ns/op	   22928 B/op	     485 allocs/op
BenchmarkParse/union/goavro-8               	   53040	     22515 ns/op	   22928 B/op	     485 allocs/op
BenchmarkParse/union/goavro-8               	   53930	     22473 ns/op	   22928 B/op	     485 allocs/op
BenchmarkParse/union/goavro-8               	   54223	     23363 ns/op	   22928 B/op	     485 allocs/op
BenchmarkParse/union/goavro-8               	   52274	     27136 ns/op	   22928 B/op	     485 allocs/op
BenchmarkParse/union/goavro-8               	   52392	     22279 ns/op	   22928 B/op	     485 allocs/op
BenchmarkParse/union/goavro-8               	   53367	     22430 ns/op	   22928 B/op	     485 allocs/op
BenchmarkParse/union/goavro-8               	   51625	     22710 ns/op	   22928 B/op	     485 allocs/op
BenchmarkParse/union/goavro-8               	   53059	     25146 ns/op	   22928 B/op	     485 allocs/op
BenchmarkParse/wide/hamba-8                 	    5634	    220215 ns/op	  264694 B/op	    4092 allocs/op
BenchmarkParse/wide/hamba-8                 	    5649	    216479 ns/op	  264695 B/op	    4092 allocs/op
BenchmarkParse/wide/hamba-8                 	    5452	    215841 ns/op	  264696 B/op	    4092 allocs/op
BenchmarkParse/wide/hamba-8                 	    5545	    215498 ns/op	  264695 B/op	    4092 allocs/op
BenchmarkParse/wide/hamba-8                 	    5472	    215836 ns/op	  264694 B/op	    4092 allocs/op
BenchmarkParse/wide/hamba-8                 	    5602	    216072 ns/op	  264698 B/op	    4092 allocs/op
BenchmarkParse/wide/hamba-8                 	    5551	    217174 ns/op	  264698 B/op	    4092 allocs/op
BenchmarkParse/wide/hamba-8                 	    5546	    216544 ns/op	  264693 B/op	    4092 allocs/op
BenchmarkParse/wide/hamba-8                 	    5577	    219388 ns/op	  264695 B/op	    4092 allocs/op
BenchmarkParse/wide/hamba-8                 	    5462	    221099 ns/op	  264699 B/op	    4092 allocs/op
BenchmarkParse/wide/twmb-8                  	    7182	    202538 ns/op	  354885 B/op	    2427 allocs/op
BenchmarkParse/wide/twmb-8                  	    7042	    174321 ns/op	  354885 B/op	    2427 allocs/op
BenchmarkParse/wide/twmb-8                  	    7063	    171349 ns/op	  354885 B/op	    2427 allocs/op
BenchmarkParse/wide/twmb-8                  	    7044	    171645 ns/op	  354885 B/op	    2427 allocs/op
BenchmarkParse/wide/twmb-8                  	    7070	    171265 ns/op	  354886 B/op	    2427 allocs/op
BenchmarkParse/wide/twmb-8                  	    7130	    170628 ns/op	  354885 B/op	    2427 allocs/op
BenchmarkParse/wide/twmb-8                  	    6910	    172054 ns/op	  354886 B/op	    2427 allocs/op
BenchmarkParse/wide/twmb-8                  	    7044	    172946 ns/op	  354885 B/op	    2427 allocs/op
BenchmarkParse/wide/twmb-8                  	    7076	    170955 ns/op	  354885 B/op	    2427 allocs/op
BenchmarkParse/wide/twmb-8                  	    7347	    170969 ns/op	  354885 B/op	    2427 allocs/op
BenchmarkParse/wide/goavro-8                	   12098	     98850 ns/op	   97055 B/op	    1963 allocs/op
BenchmarkParse/wide/goavro-8                	   10000	    100255 ns/op	   97055 B/op	    1963 allocs/op
BenchmarkParse/wide/goavro-8                	   10000	    100325 ns/op	   97056 B/op	    1963 allocs/op
BenchmarkParse/wide/goavro-8                	   12102	     97744 ns/op	   97055 B/op	    1963 allocs/op
BenchmarkParse/wide/goavro-8                	   12271	     97678 ns/op	   97056 B/op	    1963 allocs/op
BenchmarkParse/wide/goavro-8                	   12168	    106925 ns/op	   97056 B/op	    1963 allocs/op
BenchmarkParse/wide/goavro-8                	    9807	    103524 ns/op	   97055 B/op	    1963 allocs/op
BenchmarkParse/wide/goavro-8                	   10000	    100994 ns/op	   97055 B/op	    1963 allocs/op
BenchmarkParse/wide/goavro-8                	   10000	    102384 ns/op	   97055 B/op	    1963 allocs/op
BenchmarkParse/wide/goavro-8                	   10000	    100159 ns/op	   97055 B/op	    1963 allocs/op
