goos: darwin
goarch: arm64
pkg: github.com/slachiewicz/go-avro-bench
cpu: Apple M1
BenchmarkSRDecode/flat/goavro-plain-8         	  980168	      1208 ns/op	    1152 B/op	      24 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  315967	      3824 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  316982	      3816 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  314340	      3830 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  315488	      3836 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  311200	      3830 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  290014	      4158 ns/op	    2488 B/op	      75 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  289525	      4160 ns/op	    2488 B/op	      75 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  289692	      4169 ns/op	    2488 B/op	      75 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  290349	      4160 ns/op	    2488 B/op	      75 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  288075	      4156 ns/op	    2488 B/op	      75 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  290966	      4165 ns/op	    2488 B/op	      75 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  285168	      4162 ns/op	    2488 B/op	      75 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  289105	      4161 ns/op	    2488 B/op	      75 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  286156	      4160 ns/op	    2488 B/op	      75 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  290840	      4158 ns/op	    2488 B/op	      75 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  320697	      3713 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  325382	      3705 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  325008	      3759 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  324270	      3713 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  326630	      3717 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  322015	      3713 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  324883	      3714 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  315417	      3712 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  322036	      3714 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  323068	      3715 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  367952	      3281 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  367353	      3278 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  367726	      3276 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  367821	      3282 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  371090	      3283 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  365682	      3286 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  366832	      3285 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  359576	      3284 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  368905	      3283 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  369114	      3283 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  260653	      4623 ns/op	    7280 B/op	     129 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  262615	      4663 ns/op	    7280 B/op	     129 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  261721	      4639 ns/op	    7280 B/op	     129 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  257520	      4648 ns/op	    7280 B/op	     129 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  261516	      4637 ns/op	    7280 B/op	     129 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  255582	      4649 ns/op	    7280 B/op	     129 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  260983	      4692 ns/op	    7280 B/op	     129 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  256905	      4637 ns/op	    7280 B/op	     129 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  263072	      4719 ns/op	    7280 B/op	     129 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  253308	      4642 ns/op	    7280 B/op	     129 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  423205	      2843 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  426831	      2845 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  419162	      2841 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  424162	      2848 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  412863	      2848 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  424100	      2842 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  425196	      2844 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  423200	      2845 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  418388	      2845 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  422853	      2844 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  358620	      3314 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  366684	      3305 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  366196	      3313 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  361612	      3309 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  365998	      3311 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  364519	      3302 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  364566	      3304 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  356230	      3307 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  362689	      3313 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  362593	      3304 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  105786	     11449 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  105548	     11615 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  103438	     11431 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  105343	     11407 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  103791	     11443 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  105567	     11483 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  105722	     11632 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  104295	     11464 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  105758	     11462 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  104902	     11419 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   47478	     25259 ns/op	   47536 B/op	     560 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   47811	     25103 ns/op	   47536 B/op	     560 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   47479	     25114 ns/op	   47536 B/op	     560 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   47701	     25347 ns/op	   47536 B/op	     560 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   47851	     25301 ns/op	   47536 B/op	     560 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   47541	     25210 ns/op	   47536 B/op	     560 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   47798	     25273 ns/op	   47536 B/op	     560 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   47725	     25207 ns/op	   47536 B/op	     560 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   47743	     25157 ns/op	   47536 B/op	     560 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   47492	     25157 ns/op	   47536 B/op	     560 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  148713	      8053 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  150049	      8064 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  146212	      8063 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  150430	      8050 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  147579	      8052 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  149595	      8074 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  149109	      8069 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  148078	      8058 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  149988	      8083 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  148501	      8057 ns/op	    5736 B/op	     106 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  100716	     11915 ns/op	   11814 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  100192	     11929 ns/op	   11814 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	   99674	     11968 ns/op	   11814 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  100526	     11909 ns/op	   11813 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  100413	     11931 ns/op	   11814 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  101707	     12020 ns/op	   11814 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  100165	     11949 ns/op	   11813 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  100250	     11959 ns/op	   11814 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  101430	     12020 ns/op	   11814 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  100453	     11933 ns/op	   11813 B/op	     132 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  502970	      2387 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  504495	      2385 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  501021	      2391 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  505177	      2393 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  505368	      2391 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  496177	      2394 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  509400	      2416 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  499662	      2388 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  506211	      2385 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  503385	      2389 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  510926	      2391 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  506548	      2391 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  503366	      2402 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  490482	      2409 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  504738	      2387 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  506388	      2395 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  502279	      2394 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  505748	      2393 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  506036	      2403 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  504697	      2400 ns/op	    1216 B/op	      34 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  807434	      1501 ns/op	     864 B/op	      29 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  802514	      1500 ns/op	     864 B/op	      29 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  789862	      1500 ns/op	     864 B/op	      29 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  809049	      1500 ns/op	     864 B/op	      29 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  813680	      1502 ns/op	     864 B/op	      29 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  809982	      1499 ns/op	     864 B/op	      29 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  804506	      1500 ns/op	     864 B/op	      29 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  806185	      1500 ns/op	     864 B/op	      29 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  809461	      1501 ns/op	     864 B/op	      29 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  806185	      1501 ns/op	     864 B/op	      29 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  874704	      1344 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  880929	      1345 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  897897	      1346 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  900019	      1346 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  894204	      1344 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  903282	      1347 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  898510	      1344 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  892572	      1344 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  893593	      1347 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  902619	      1344 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  176197	      6785 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  177633	      6896 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  177439	      6788 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  175996	      6779 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  175172	      6790 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  177868	      6784 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  176494	      6785 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  176937	      6790 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  177346	      6780 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  178047	      6772 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  176151	      6702 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  179857	      6709 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  178138	      6704 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  180378	      6731 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  179365	      6772 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  179221	      6714 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  179816	      6706 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  177168	      6705 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  178389	      6699 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  177115	      6707 ns/op	    3810 B/op	      93 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  291992	      4136 ns/op	    2472 B/op	      75 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  284924	      4142 ns/op	    2472 B/op	      75 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  293455	      4138 ns/op	    2472 B/op	      75 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  287602	      4134 ns/op	    2472 B/op	      75 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  293810	      4132 ns/op	    2472 B/op	      75 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  291379	      4128 ns/op	    2472 B/op	      75 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  291086	      4135 ns/op	    2472 B/op	      75 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  290022	      4140 ns/op	    2472 B/op	      75 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  288748	      4128 ns/op	    2472 B/op	      75 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  293392	      4143 ns/op	    2472 B/op	      75 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  323215	      3722 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  325016	      3732 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  318340	      3722 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  324502	      3726 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  316442	      3726 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  324342	      3728 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  324434	      3725 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  324459	      3726 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  319524	      3727 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  320898	      3724 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  273105	      4330 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  280274	      4314 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  278850	      4330 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  276921	      4332 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  273661	      4335 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  280755	      4325 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  273351	      4333 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  280675	      4333 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  278224	      4335 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  277377	      4334 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  275696	      4364 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  276055	      4347 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  278599	      4366 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  278730	      4355 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  277869	      4362 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  277796	      4362 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  273886	      4361 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  277041	      4348 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  277496	      4369 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  275391	      4354 ns/op	    2673 B/op	      58 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  421960	      2848 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  415585	      2839 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  425967	      2885 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  412888	      2846 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  426511	      2852 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  422786	      2845 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  425538	      2848 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  421741	      2848 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  416304	      2848 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  415633	      2849 ns/op	    1880 B/op	      50 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  359983	      3320 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  365770	      3336 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  363394	      3322 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  363675	      3325 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  357316	      3321 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  365896	      3319 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  353614	      3328 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  362182	      3322 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  363081	      3320 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  362798	      3325 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   89835	     13235 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   90453	     13176 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   91341	     13167 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   90176	     13183 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   91428	     13220 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   91372	     13191 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   90458	     13193 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   91708	     13193 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   91092	     13189 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   90120	     13203 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   91534	     13215 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   91282	     13191 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   89937	     13203 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   91590	     13196 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   90753	     13180 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   89956	     13239 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   91144	     13204 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   91064	     13166 ns/op	    7980 B/op	     111 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   90230	     13189 ns/op	    7980 B/op	     111 allocs/op
