goos: darwin
goarch: arm64
pkg: github.com/slachiewicz/go-avro-bench
cpu: Apple M1
BenchmarkSRDecode/flat/goavro-plain-8         	  778746	      1421 ns/op	    1152 B/op	      24 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  347247	      3479 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  345236	      3458 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  349648	      3495 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  347272	      3479 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  350127	      3597 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  195094	      6665 ns/op	    2441 B/op	      78 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  171361	      6944 ns/op	    2441 B/op	      78 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  199429	      6103 ns/op	    2442 B/op	      78 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  200338	      6138 ns/op	    2441 B/op	      78 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  191540	      6067 ns/op	    2441 B/op	      78 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  200820	      6076 ns/op	    2441 B/op	      78 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  198567	      5995 ns/op	    2441 B/op	      78 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  201985	      6130 ns/op	    2441 B/op	      78 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  199656	      6055 ns/op	    2441 B/op	      78 allocs/op
BenchmarkSREncode/nested/twmb-bare-8          	  200288	      5991 ns/op	    2441 B/op	      78 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  306800	      4026 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  307557	      3899 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  306547	      4262 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  289852	      4007 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  300657	      3927 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  308220	      4136 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  273297	      4233 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  291088	      4988 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  276687	      4145 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/nested/twmb-wrapped-8       	  306577	      4066 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  384165	      3127 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  369842	      3157 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  388638	      3179 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  367735	      3252 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  333208	      3594 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  390978	      3190 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  414277	      3028 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  417406	      3080 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  390451	      3047 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-plain-8        	  355774	      3191 ns/op	    3336 B/op	      99 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  281284	      4537 ns/op	    5349 B/op	     117 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  283336	      4307 ns/op	    5348 B/op	     117 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  280603	      4377 ns/op	    5348 B/op	     117 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  284968	      4282 ns/op	    5347 B/op	     117 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  283083	      4225 ns/op	    5347 B/op	     117 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  282645	      4309 ns/op	    5348 B/op	     117 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  283862	      4248 ns/op	    5348 B/op	     117 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  285948	      4288 ns/op	    5347 B/op	     117 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  286878	      4299 ns/op	    5348 B/op	     117 allocs/op
BenchmarkSREncode/union/goavro-stdjson-8      	  284257	      4451 ns/op	    5348 B/op	     117 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  320085	      3678 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  333612	      3608 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  328083	      3802 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  324099	      3717 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  331573	      3612 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  335667	      3685 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  325344	      3809 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  333048	      3856 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  270896	      4516 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncode/union/twmb-bare-8           	  324302	      3666 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  370150	      3471 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  334200	      4517 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  295176	      3999 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  350424	      3752 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  277396	      3672 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  361855	      3316 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  333968	      3309 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  374044	      3320 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  372961	      3325 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/union/twmb-wrapped-8        	  364130	      3373 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  107284	     11121 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  111950	     11174 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  111746	     11729 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	   97998	     11053 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  112572	     11390 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  111424	     10621 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  112606	     10726 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	   94438	     10795 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  102432	     11203 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-plain-8         	  111991	     11191 ns/op	   12160 B/op	     282 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   55262	     22357 ns/op	   30244 B/op	     452 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   51204	     22453 ns/op	   30243 B/op	     452 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   52743	     21686 ns/op	   30238 B/op	     452 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   55784	     22558 ns/op	   30244 B/op	     452 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   53500	     22218 ns/op	   30245 B/op	     452 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   53463	     21855 ns/op	   30243 B/op	     452 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   54144	     24687 ns/op	   30248 B/op	     452 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   49090	     23102 ns/op	   30242 B/op	     452 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   54508	     21889 ns/op	   30241 B/op	     452 allocs/op
BenchmarkSREncode/wide/goavro-stdjson-8       	   55681	     23039 ns/op	   30245 B/op	     452 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  109249	     10688 ns/op	    5701 B/op	      85 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  114920	     10806 ns/op	    5700 B/op	      85 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  112407	     10582 ns/op	    5700 B/op	      85 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  110790	     11094 ns/op	    5700 B/op	      85 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  100657	     11801 ns/op	    5701 B/op	      85 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  114381	     10495 ns/op	    5700 B/op	      85 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  114706	     10567 ns/op	    5701 B/op	      85 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  115064	     10513 ns/op	    5700 B/op	      85 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  115428	     10442 ns/op	    5700 B/op	      85 allocs/op
BenchmarkSREncode/wide/twmb-bare-8            	  114901	     10646 ns/op	    5701 B/op	      85 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  103495	     12399 ns/op	   11815 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  102272	     11809 ns/op	   11815 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	   97884	     11818 ns/op	   11815 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  102238	     11653 ns/op	   11815 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  102942	     11837 ns/op	   11815 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  102036	     12066 ns/op	   11815 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  102819	     12589 ns/op	   11815 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	   83919	     12233 ns/op	   11815 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  100900	     11839 ns/op	   11815 B/op	     132 allocs/op
BenchmarkSREncode/wide/twmb-wrapped-8         	  103929	     11881 ns/op	   11815 B/op	     132 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  416768	      2876 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  426079	      2873 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  424688	      2827 ns/op	    1065 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  423115	      2870 ns/op	    1065 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  417422	      2958 ns/op	    1065 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  414278	      2899 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  419865	      2891 ns/op	    1065 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  427009	      2862 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  416810	      2883 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/hamba-8         	  419170	      2872 ns/op	    1065 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  427699	      2883 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  426150	      3075 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  389290	      2890 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  422904	      2887 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  422126	      2925 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  423481	      3073 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  425298	      3277 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  382767	      3454 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  368438	      3519 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/iskorotkov-8    	  398095	      4571 ns/op	    1066 B/op	      30 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  613809	      1993 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  612796	      1985 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  590527	      1954 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  619885	      2273 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  631915	      1942 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  629004	      1921 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  638146	      2084 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  630145	      2019 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  633592	      2322 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-bare-8     	  638713	      1920 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  851866	      1439 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  802632	      1505 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  883618	      1487 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  895914	      1356 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  878209	      1431 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  710973	      1478 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  756436	      1503 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  839206	      1446 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  889904	      1452 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/flat/twmb-wrapped-8  	  780273	      1659 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  134266	     10204 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  113872	      9047 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  138727	      8621 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  140954	      8616 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  138714	      9526 ns/op	    3784 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  138013	      8943 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  132140	      9227 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	   99175	     10353 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  124404	      8704 ns/op	    3782 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/hamba-8       	  138369	      8608 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  139905	      8699 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  137401	      8641 ns/op	    3782 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  138992	      8687 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  136142	      8756 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  137816	      8707 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  138099	      8625 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  141133	      8767 ns/op	    3782 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  137044	      8604 ns/op	    3782 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  140684	      8665 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/iskorotkov-8  	  140191	      8692 ns/op	    3783 B/op	      96 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  204364	      5951 ns/op	    2449 B/op	      78 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  202746	      6093 ns/op	    2449 B/op	      78 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  205404	      5987 ns/op	    2449 B/op	      78 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  205538	      5939 ns/op	    2449 B/op	      78 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  205940	      5852 ns/op	    2449 B/op	      78 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  205154	      6007 ns/op	    2449 B/op	      78 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  206264	      5955 ns/op	    2449 B/op	      78 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  199651	      6739 ns/op	    2450 B/op	      78 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  196353	      6105 ns/op	    2449 B/op	      78 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-bare-8   	  203786	      6077 ns/op	    2449 B/op	      78 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  288577	      4033 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  290199	      4074 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  275035	      4097 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  306782	      3934 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  305144	      4007 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  304203	      3998 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  306916	      4204 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  299811	      4069 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  307862	      4133 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/nested/twmb-wrapped-8         	  260140	      4661 ns/op	    2489 B/op	      46 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  198572	      5752 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  233936	      5382 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  232201	      5275 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  219283	      5423 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  233199	      5203 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  232033	      5176 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  235630	      5280 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  234819	      5391 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  218115	      5490 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/hamba-8                 	  215732	      5381 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  231804	      5418 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  217060	      5451 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  204630	      5358 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  214315	      5601 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  214382	      5248 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  233398	      5378 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  229953	      5231 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  235158	      5246 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  218736	      5345 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/iskorotkov-8            	  225322	      5541 ns/op	    2613 B/op	      55 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  289953	      3936 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  332922	      3672 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  310414	      3854 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  333816	      4555 ns/op	    1818 B/op	      47 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  298376	      3950 ns/op	    1818 B/op	      47 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  299840	      3762 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  328852	      4309 ns/op	    1818 B/op	      47 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  319249	      3743 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  303750	      3849 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncodeCoerced/union/twmb-bare-8             	  313966	      3694 ns/op	    1817 B/op	      47 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  369750	      3225 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  373442	      3218 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  367496	      3216 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  373460	      3332 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  360913	      3220 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  376910	      3238 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  373390	      3218 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  377889	      3195 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  375343	      3244 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/union/twmb-wrapped-8          	  372578	      3223 ns/op	    3034 B/op	      51 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   76158	     16067 ns/op	    7958 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   73478	     16109 ns/op	    7959 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   74018	     16206 ns/op	    7960 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   74706	     15982 ns/op	    7960 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   75500	     15954 ns/op	    7960 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   70588	     16011 ns/op	    7957 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   71335	     15941 ns/op	    7958 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   75860	     15924 ns/op	    7959 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   76083	     15852 ns/op	    7958 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/hamba-8                  	   75746	     16018 ns/op	    7958 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   76004	     15921 ns/op	    7959 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   75968	     19311 ns/op	    7960 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   66459	     18488 ns/op	    7960 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   71010	     15983 ns/op	    7959 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   75536	     16516 ns/op	    7959 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   74265	     19450 ns/op	    7961 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   72363	     16267 ns/op	    7958 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   75621	     16147 ns/op	    7959 B/op	      90 allocs/op
BenchmarkSREncodeCoerced/wide/iskorotkov-8             	   75895	     16209 ns/op	    7960 B/op	      90 allocs/op
