goos: darwin
goarch: arm64
pkg: github.com/slachiewicz/go-avro-bench
cpu: Apple M1
BenchmarkEncodingDecode/flat/binary/typed/hamba-8   	 9858519	       123.4 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/iskorotkov-8              	  516812	      2292 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	 1000000	      1047 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	 1218180	      1008 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	 1000000	      1001 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	 1212661	       980.6 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	 1000000	      1031 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	 1212747	       979.0 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	 1233057	       979.5 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	 1229716	       980.4 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	 1228629	       973.4 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/twmb-8                    	 1231455	       984.1 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1478692	       809.5 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1479458	       808.6 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1470752	       810.5 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1475071	       808.4 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1476051	       808.7 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1475587	       810.6 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1469637	       811.9 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1478065	       809.2 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1478300	       806.7 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/goavro-8                  	 1479946	       818.2 ns/op	    1688 B/op	      35 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  428143	      2702 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  435938	      2698 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  450841	      2695 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  451912	      2718 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  448095	      2698 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  449049	      2704 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  448005	      2692 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  452037	      2729 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  438118	      2690 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/typed/twmb-8                     	  449679	      2675 ns/op	     807 B/op	      18 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  370458	      3201 ns/op	    2129 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  380379	      3192 ns/op	    2129 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  376557	      3201 ns/op	    2129 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  377304	      3200 ns/op	    2129 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  377460	      3192 ns/op	    2129 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  376418	      3205 ns/op	    2129 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  376654	      3197 ns/op	    2129 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  365131	      3246 ns/op	    2129 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  375302	      3202 ns/op	    2129 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/twmb-8                   	  376977	      3197 ns/op	    2129 B/op	      40 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  418880	      2823 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  422421	      2821 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  398168	      2875 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  425090	      2850 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  409640	      2847 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  415183	      2854 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  425038	      2859 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  422539	      2839 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  417986	      2924 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/textual/dynamic/goavro-8                 	  422760	      2842 ns/op	    2456 B/op	     104 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 3994081	       300.8 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 3994248	       301.4 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 4023722	       299.5 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 4000225	       299.2 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 4013544	       303.6 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 4003759	       300.5 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 4030616	       299.7 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 3799930	       312.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 4027293	       311.2 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/hamba-8              	 3894666	       302.4 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 4426966	       270.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 4364360	       271.3 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 4419154	       270.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 4476054	       269.6 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 4432650	       270.1 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 4429886	       271.4 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 4439726	       272.4 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 4442652	       269.5 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 4399537	       272.8 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/iskorotkov-8         	 4440242	       271.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 3273225	       367.2 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 3276614	       373.0 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 3281542	       365.7 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 3283134	       380.6 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 3236186	       367.7 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 3268575	       367.8 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 3270154	       366.2 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 3238274	       366.4 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 3265038	       367.7 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/typed/twmb-8               	 3278612	       374.7 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  530094	      2264 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  528397	      2268 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  532212	      2269 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  510229	      2257 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  527451	      2267 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  528825	      2268 ns/op	    2039 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  524799	      2288 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  523549	      2276 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  514299	      2308 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/hamba-8            	  523471	      2309 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  533817	      2252 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  531165	      2261 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  529222	      2260 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  513913	      2242 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  533918	      2271 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  526406	      2260 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  528871	      2267 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  533258	      2261 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  536346	      2250 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/iskorotkov-8       	  532527	      2257 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	 1219159	      1000 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	 1210413	       985.5 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	 1219564	       994.5 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	 1218544	       990.0 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	 1218848	       997.4 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	 1210238	      1007 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	 1206678	       992.0 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	 1208568	       987.8 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	 1000000	      1001 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/twmb-8             	 1227540	       987.1 ns/op	    1631 B/op	      29 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	 1439262	       859.1 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	 1424858	       847.5 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	 1427101	       843.2 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	 1417251	       846.8 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	 1423064	       844.1 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	 1423080	       848.3 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	 1432288	       880.4 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	 1415276	       846.5 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	 1438177	       845.8 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/nested/single-object/dynamic/goavro-8           	 1419872	       859.0 ns/op	    1682 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1912002	       643.5 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1908480	       630.8 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1942636	       642.6 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1799396	       667.6 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1848223	       644.1 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1949419	       620.5 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1979037	       618.9 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1946016	       610.4 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1952329	       608.9 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/hamba-8                      	 1975866	       610.9 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 2415222	       501.7 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 2411834	       498.2 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 2407689	       499.5 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 2410243	       499.9 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 2400200	       496.2 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 2382414	       497.4 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 2409826	       499.6 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 2412778	       505.1 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 2417132	       497.5 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/iskorotkov-8                 	 2424613	       493.2 ns/op	     711 B/op	      11 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1985578	       609.6 ns/op	     687 B/op	       9 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1982364	       600.7 ns/op	     687 B/op	       9 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1987910	       616.8 ns/op	     687 B/op	       9 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1984278	       604.3 ns/op	     687 B/op	       9 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 2008850	       601.0 ns/op	     687 B/op	       9 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 2006625	       602.1 ns/op	     687 B/op	       9 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1995118	       602.3 ns/op	     687 B/op	       9 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 2004601	       600.9 ns/op	     687 B/op	       9 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 2006449	       598.4 ns/op	     687 B/op	       9 allocs/op
BenchmarkEncodingDecode/union/binary/typed/twmb-8                       	 1991126	       612.5 ns/op	     687 B/op	       9 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  775974	      1520 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  790556	      1524 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  805654	      1518 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  793621	      1520 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  796591	      1518 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  760660	      1525 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  799200	      1524 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  796492	      1514 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  804028	      1521 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/hamba-8                    	  803293	      1512 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  779450	      1527 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  792122	      1517 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  780930	      1519 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  795643	      1519 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  804810	      1513 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  776409	      1518 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  784320	      1517 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  805346	      1511 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  803548	      1516 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/iskorotkov-8               	  805762	      1514 ns/op	    1271 B/op	      34 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	 1380219	       865.0 ns/op	    1103 B/op	      21 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	 1379989	       863.3 ns/op	    1103 B/op	      21 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	 1379349	       866.5 ns/op	    1103 B/op	      21 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	 1378708	       865.7 ns/op	    1103 B/op	      21 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	 1375102	       865.3 ns/op	    1103 B/op	      21 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	 1380526	       866.2 ns/op	    1103 B/op	      21 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	 1379413	       865.9 ns/op	    1103 B/op	      21 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	 1379353	       871.9 ns/op	    1103 B/op	      21 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	 1368046	       886.2 ns/op	    1103 B/op	      21 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/twmb-8                     	 1354248	       887.2 ns/op	    1103 B/op	      21 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	 1000000	      1091 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	 1000000	      1127 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	 1000000	      1085 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	 1000000	      1087 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	 1000000	      1094 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	 1000000	      1086 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	 1000000	      1085 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	 1000000	      1093 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	 1000000	      1088 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/binary/dynamic/goavro-8                   	 1000000	      1086 ns/op	    2408 B/op	      49 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  838346	      1433 ns/op	     919 B/op	      14 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  856693	      1440 ns/op	     919 B/op	      14 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  849434	      1469 ns/op	     919 B/op	      14 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  839143	      1453 ns/op	     919 B/op	      14 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  851108	      1442 ns/op	     919 B/op	      14 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  854410	      1452 ns/op	     919 B/op	      14 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  859503	      1434 ns/op	     919 B/op	      14 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  850138	      1447 ns/op	     919 B/op	      14 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  831931	      1469 ns/op	     919 B/op	      14 allocs/op
BenchmarkEncodingDecode/union/textual/typed/twmb-8                      	  832090	      1492 ns/op	     919 B/op	      14 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  551884	      2178 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  537632	      2173 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  566409	      2164 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  545739	      2196 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  561214	      2181 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  557624	      2169 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  561733	      2176 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  563462	      2169 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  559238	      2202 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/twmb-8                    	  518624	      2152 ns/op	    2417 B/op	      38 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  541029	      2217 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  538765	      2201 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  538950	      2196 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  548149	      2196 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  560446	      2233 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  544596	      2219 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  518854	      2238 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  545980	      2227 ns/op	    2800 B/op	      91 allocs/op
BenchmarkEncodingDecode/union/textual/dynamic/goavro-8                  	  544986	      2209 ns/op	    2800 B/op	      91 allocs/op
