goos: darwin
goarch: arm64
pkg: github.com/slachiewicz/go-avro-bench
cpu: Apple M1
BenchmarkDecodeDynamic/flat/hamba-8         	 1541840	       757.7 ns/op	     585 B/op	      19 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 4017147	       297.3 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 4016721	       296.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 4008388	       301.7 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 4067926	       299.4 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 4023364	       296.6 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 3987074	       296.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 4392640	       281.2 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 4359075	       275.1 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 4377742	       274.8 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 4338411	       274.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 4386866	       279.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 4371532	       274.0 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 4386201	       274.5 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 4436380	       276.5 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 4393519	       273.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 4426912	       275.7 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3160868	       374.7 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3196580	       377.2 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3184608	       383.2 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3198758	       378.7 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3200701	       374.5 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3132374	       376.1 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3208401	       376.4 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3195538	       376.2 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3207332	       375.7 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3172736	       374.4 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-alias-8    	 3256010	       366.7 ns/op	     264 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-alias-8    	 3294229	       369.2 ns/op	     264 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-alias-8    	 3286518	       366.9 ns/op	     264 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-alias-8    	 3303987	       364.6 ns/op	     264 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-alias-8    	 3234732	       367.3 ns/op	     264 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-alias-8    	 3253034	       368.6 ns/op	     264 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-alias-8    	 3251750	       366.3 ns/op	     264 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-alias-8    	 3276628	       363.6 ns/op	     264 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-alias-8    	 3186670	       369.4 ns/op	     264 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-alias-8    	 3279578	       368.8 ns/op	     264 B/op	       5 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1933994	       621.5 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1911625	       632.5 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1926214	       626.6 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1938951	       621.6 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1946228	       626.9 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1921200	       621.5 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1917930	       619.6 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1922379	       628.5 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1939926	       626.0 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1916673	       624.2 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2361403	       534.3 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2338158	       514.6 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2344562	       509.3 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2379909	       511.6 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2280927	       509.3 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2314237	       511.9 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2373441	       510.6 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2378324	       531.8 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2265768	       516.1 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2330107	       511.6 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1927476	       627.0 ns/op	     687 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1926452	       620.5 ns/op	     687 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1925750	       614.2 ns/op	     687 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1947489	       629.2 ns/op	     687 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1938484	       629.1 ns/op	     687 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1904106	       632.6 ns/op	     687 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1892023	       629.0 ns/op	     687 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1856902	       638.8 ns/op	     687 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1899033	       628.2 ns/op	     687 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1868413	       635.8 ns/op	     687 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-alias-8     	 2015817	       578.8 ns/op	     592 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-alias-8     	 2055378	       571.3 ns/op	     592 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-alias-8     	 2111814	       580.2 ns/op	     592 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-alias-8     	 2043024	       569.0 ns/op	     592 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-alias-8     	 2041131	       573.1 ns/op	     592 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-alias-8     	 2085033	       573.9 ns/op	     592 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-alias-8     	 2080608	       567.9 ns/op	     592 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-alias-8     	 2124434	       560.8 ns/op	     592 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-alias-8     	 2095339	       561.9 ns/op	     592 B/op	       9 allocs/op
BenchmarkDecodeTyped/union/twmb-alias-8     	 2128159	       579.5 ns/op	     592 B/op	       9 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  648814	      1608 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  765106	      1607 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  764300	      1650 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  745206	      1617 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  737827	      1631 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  712190	      1622 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  761533	      1658 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  728764	      1634 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  751338	      1630 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/hamba-8           	  738212	      1636 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1576477	       763.9 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1588240	       760.6 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1604092	       765.6 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1589701	       754.6 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1544577	       759.8 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1588576	       759.5 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1593146	       756.7 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1606672	       758.9 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1599508	       756.8 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/iskorotkov-8      	 1585947	       753.9 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1521074	       788.9 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1523907	       788.3 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1510788	       788.9 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1535330	       797.4 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1501228	       797.4 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1527144	       793.3 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1528540	       796.3 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1490863	       795.5 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1489213	       787.0 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-8            	 1517296	       788.7 ns/op	     626 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-alias-8      	 1580590	       759.1 ns/op	     560 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-alias-8      	 1563700	       766.7 ns/op	     560 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-alias-8      	 1590058	       775.6 ns/op	     560 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-alias-8      	 1550920	       761.1 ns/op	     560 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-alias-8      	 1583959	       760.2 ns/op	     560 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-alias-8      	 1522134	       870.9 ns/op	     560 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-alias-8      	 1368301	       938.9 ns/op	     560 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-alias-8      	 1554746	       768.0 ns/op	     560 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-alias-8      	 1489036	       762.5 ns/op	     560 B/op	      21 allocs/op
BenchmarkDecodeTyped/wide/twmb-alias-8      	 1550506	       765.8 ns/op	     560 B/op	      21 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	12232244	       101.8 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	12008740	       100.6 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11953381	       100.6 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11660272	       101.3 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	12272055	        99.81 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11791834	       101.7 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11675086	       102.8 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	12263950	        99.34 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11950960	        98.62 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/hamba-8     	11888888	        99.78 ns/op	      25 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	11413213	       107.3 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	10918056	       108.9 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	11266264	       107.7 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	11143207	       106.6 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	11100160	       107.7 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	10873077	       106.6 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	11456019	       106.3 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	11480314	       107.6 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	11416004	       106.1 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/flat/twmb-8      	11438712	       105.8 ns/op	      25 B/op	       1 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5313862	       226.0 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5314952	       224.8 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5287318	       226.1 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5321721	       227.6 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5323938	       225.8 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5369820	       226.6 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5305164	       224.8 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5317622	       233.0 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5380459	       255.1 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/hamba-8   	 5076063	       226.3 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5143842	       237.7 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 4988704	       235.6 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5000652	       243.0 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5128082	       238.3 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5110923	       233.9 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5132792	       233.7 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5139702	       237.1 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5062598	       247.3 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 4952743	       237.8 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/nested/twmb-8    	 5003568	       238.1 ns/op	      47 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2564780	       447.9 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2769847	       435.3 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2717451	       444.2 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2504498	       447.3 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2587885	       440.2 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2764606	       432.5 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2781142	       437.4 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2612992	       438.0 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2758939	       431.0 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/hamba-8    	 2739402	       449.7 ns/op	     142 B/op	       3 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2943868	       401.3 ns/op	     126 B/op	       2 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2988886	       402.9 ns/op	     126 B/op	       2 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2895380	       407.6 ns/op	     126 B/op	       2 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2936348	       401.0 ns/op	     126 B/op	       2 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2990616	       404.1 ns/op	     126 B/op	       2 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2940475	       413.0 ns/op	     126 B/op	       2 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2953466	       424.2 ns/op	     126 B/op	       2 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2967745	       403.3 ns/op	     126 B/op	       2 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2973799	       410.4 ns/op	     126 B/op	       2 allocs/op
BenchmarkDecodeTypedReused/union/twmb-8     	 2974357	       412.5 ns/op	     126 B/op	       2 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  967558	      1258 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  967400	      1248 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  982743	      1246 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  970748	      1258 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  960501	      1273 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  974476	      1483 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  938614	      1258 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  953799	      1251 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  973923	      1260 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/hamba-8     	  982585	      1263 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2926765	       414.6 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2928463	       418.2 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2874520	       437.4 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2842929	       419.0 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2832493	       420.4 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2825960	       415.5 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2914945	       415.4 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2916057	       427.8 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2887407	       422.4 ns/op	      66 B/op	       0 allocs/op
BenchmarkDecodeTypedReused/wide/twmb-8      	 2761558	       413.3 ns/op	      66 B/op	       0 allocs/op
BenchmarkParse/flat/hamba-8                 	   31394	     36738 ns/op	   46138 B/op	     829 allocs/op
BenchmarkParse/flat/hamba-8                 	   32168	     37288 ns/op	   46136 B/op	     829 allocs/op
BenchmarkParse/flat/hamba-8                 	   32484	     38496 ns/op	   46137 B/op	     829 allocs/op
BenchmarkParse/flat/hamba-8                 	   27337	     37258 ns/op	   46137 B/op	     829 allocs/op
BenchmarkParse/flat/hamba-8                 	   33026	     41283 ns/op	   46138 B/op	     829 allocs/op
BenchmarkParse/flat/hamba-8                 	   33139	     36991 ns/op	   46138 B/op	     829 allocs/op
BenchmarkParse/flat/hamba-8                 	   33134	     37609 ns/op	   46138 B/op	     829 allocs/op
BenchmarkParse/flat/hamba-8                 	   32408	     36724 ns/op	   46138 B/op	     829 allocs/op
BenchmarkParse/flat/hamba-8                 	   32780	     37298 ns/op	   46136 B/op	     829 allocs/op
BenchmarkParse/flat/hamba-8                 	   32188	     42509 ns/op	   46138 B/op	     829 allocs/op
BenchmarkParse/flat/twmb-8                  	  140224	      8221 ns/op	   18592 B/op	     153 allocs/op
BenchmarkParse/flat/twmb-8                  	  147073	      8361 ns/op	   18592 B/op	     153 allocs/op
BenchmarkParse/flat/twmb-8                  	  143847	      8517 ns/op	   18592 B/op	     153 allocs/op
BenchmarkParse/flat/twmb-8                  	  132109	      8523 ns/op	   18592 B/op	     153 allocs/op
BenchmarkParse/flat/twmb-8                  	  142789	      8779 ns/op	   18592 B/op	     153 allocs/op
BenchmarkParse/flat/twmb-8                  	  140702	      8646 ns/op	   18592 B/op	     153 allocs/op
BenchmarkParse/flat/twmb-8                  	  146455	      8286 ns/op	   18592 B/op	     153 allocs/op
BenchmarkParse/flat/twmb-8                  	  145872	      8329 ns/op	   18592 B/op	     153 allocs/op
BenchmarkParse/flat/twmb-8                  	  126308	      8874 ns/op	   18592 B/op	     153 allocs/op
BenchmarkParse/flat/twmb-8                  	  146888	      8326 ns/op	   18592 B/op	     153 allocs/op
BenchmarkParse/flat/goavro-8                	   93237	     13019 ns/op	   11982 B/op	     276 allocs/op
BenchmarkParse/flat/goavro-8                	   93381	     12956 ns/op	   11982 B/op	     276 allocs/op
BenchmarkParse/flat/goavro-8                	   93427	     13016 ns/op	   11982 B/op	     276 allocs/op
BenchmarkParse/flat/goavro-8                	   91242	     12957 ns/op	   11982 B/op	     276 allocs/op
BenchmarkParse/flat/goavro-8                	   91652	     12876 ns/op	   11982 B/op	     276 allocs/op
BenchmarkParse/flat/goavro-8                	   91549	     12979 ns/op	   11983 B/op	     276 allocs/op
BenchmarkParse/flat/goavro-8                	   93842	     12839 ns/op	   11982 B/op	     276 allocs/op
BenchmarkParse/flat/goavro-8                	   93261	     13148 ns/op	   11982 B/op	     276 allocs/op
BenchmarkParse/flat/goavro-8                	   93510	     12916 ns/op	   11984 B/op	     276 allocs/op
BenchmarkParse/flat/goavro-8                	   93129	     12870 ns/op	   11983 B/op	     276 allocs/op
BenchmarkParse/nested/hamba-8               	   19383	     60386 ns/op	   75349 B/op	    1368 allocs/op
BenchmarkParse/nested/hamba-8               	   19578	     60580 ns/op	   75350 B/op	    1368 allocs/op
BenchmarkParse/nested/hamba-8               	   19870	     62343 ns/op	   75352 B/op	    1368 allocs/op
BenchmarkParse/nested/hamba-8               	   17476	     61870 ns/op	   75354 B/op	    1368 allocs/op
BenchmarkParse/nested/hamba-8               	   19686	     60771 ns/op	   75352 B/op	    1368 allocs/op
BenchmarkParse/nested/hamba-8               	   19177	     60875 ns/op	   75352 B/op	    1368 allocs/op
BenchmarkParse/nested/hamba-8               	   19455	     60661 ns/op	   75351 B/op	    1368 allocs/op
BenchmarkParse/nested/hamba-8               	   19782	     62802 ns/op	   75351 B/op	    1368 allocs/op
BenchmarkParse/nested/hamba-8               	   15619	     66133 ns/op	   75352 B/op	    1368 allocs/op
BenchmarkParse/nested/hamba-8               	   18267	     62710 ns/op	   75352 B/op	    1368 allocs/op
BenchmarkParse/nested/twmb-8                	   74790	     15365 ns/op	   33168 B/op	     264 allocs/op
BenchmarkParse/nested/twmb-8                	   78643	     17434 ns/op	   33168 B/op	     264 allocs/op
BenchmarkParse/nested/twmb-8                	   69192	     15416 ns/op	   33168 B/op	     264 allocs/op
BenchmarkParse/nested/twmb-8                	   80385	     15839 ns/op	   33168 B/op	     264 allocs/op
BenchmarkParse/nested/twmb-8                	   79435	     16370 ns/op	   33168 B/op	     264 allocs/op
BenchmarkParse/nested/twmb-8                	   78484	     15152 ns/op	   33168 B/op	     264 allocs/op
BenchmarkParse/nested/twmb-8                	   73797	     15301 ns/op	   33168 B/op	     264 allocs/op
BenchmarkParse/nested/twmb-8                	   80203	     15246 ns/op	   33168 B/op	     264 allocs/op
BenchmarkParse/nested/twmb-8                	   78747	     15605 ns/op	   33168 B/op	     264 allocs/op
BenchmarkParse/nested/twmb-8                	   79234	     15165 ns/op	   33168 B/op	     264 allocs/op
BenchmarkParse/nested/goavro-8              	   45307	     26142 ns/op	   22599 B/op	     444 allocs/op
BenchmarkParse/nested/goavro-8              	   39009	     28209 ns/op	   22601 B/op	     444 allocs/op
BenchmarkParse/nested/goavro-8              	   49214	     26951 ns/op	   22598 B/op	     444 allocs/op
BenchmarkParse/nested/goavro-8              	   45688	     40896 ns/op	   22598 B/op	     444 allocs/op
BenchmarkParse/nested/goavro-8              	   36543	     35505 ns/op	   22599 B/op	     444 allocs/op
BenchmarkParse/nested/goavro-8              	   49566	     83638 ns/op	   22594 B/op	     444 allocs/op
BenchmarkParse/nested/goavro-8              	   47236	     32548 ns/op	   22600 B/op	     444 allocs/op
BenchmarkParse/nested/goavro-8              	   45414	     34307 ns/op	   22601 B/op	     444 allocs/op
